company,position,question,answer
SK㈜,웹개발,높은 목표 설정 자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. (700자 10 단락 이내) (본인이 설정한 목표/목표의 수립 과정/처음에 생각했던 목표 달성 가능성/수행 과정에서 부딪힌 장애물 및 그 때의 감정(생각)/목표 달성을 위한 구체적 노력/실제 결과/경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술),"졸업작품 프로젝트를 할 때, 팀 구성이 랜덤으로 되었습니다. 저도 많은 경험이 있던 것은 아니지만, 다른 팀원들의 경우 학교 수업 이외의 프로젝트 경험이 없었습니다. 모두가 서툴렀지만 그럼에도 완성도 높게 프로젝트를 완성하고 싶었고 경진대회에 입상을 하고 싶었습니다. 저는 프로젝트에서 팀장, 백엔드와 아키텍처 설계를 맡아서 했습니다.
해당 프로젝트는 웹 애플리케이션으로 웹 백엔드(Java)와 분석 모듈(Python)로 구성되어야 했습니다. 이렇게 단일 서버가 아닌 경우는 처음 해보는 것이었기에 어려움이 있었습니다. 우선은 아는 범주 내에서 아키텍처를 설계해 나갔습니다. 톰캣과 젠킨스를 두어 깃허브 웹 훅으로 간단하게 CI/CD를 구축하는 것을 기본으로 두고 분석 모듈을 어떻게 할지 고민했습니다.
기존에 도커를 사용했던 경험과 서치를 통해 별도의 우분투 컨테이너를 구축했습니다.
하지만 두 모듈 사이에는 파일 공유, 통신 등의 문제가 남아있었습니다. 도커의 볼륨으로 공유 볼륨을 두어 이를 해결했고, 통신의 경우 소켓 통신을 사용하였습니다. 한정된 시간 안에 도메인 설계 및 서비스 로직 구현을 하는 동시에 해보지 않았던 아키텍처 설계 및 서버 구축을 함께 하는 것은 저에게 큰 도전이었습니다. 하지만 경험을 토대로 점차 확장시키며 고민한 끝에 프로젝트를 완성할 수 있었고 경진대회에서도 우수상을 수상할 수 있었습니다."
SK㈜,웹개발,기존의 틀을 깨는 과감한 실행 새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 서술해 주십시오. (700자 10 단락 이내) (기존 방식과 본인이 시도한 방식의 차이 / 새로운 시도를 하게 된 계기 / 새로운 시도를 했을 때의 주변 반응 / 새로운 시도를 위해 감수해야 했던 점 / 구체적인 실행 과정 및 결과 / 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술),"'얼굴인식'을 주제로 한 프로젝트를 수행했던 경험이 있습니다. 다른 팀들은 주어진 예시와 비슷하게 얼굴 인식을 해 출결을 한다든가 얼굴이 화면을 바라보고 있는지 등을 주제로 했습니다. 하지만 저는 해당 기능이 크게 와닿지 않았습니다. 저는 제가 평소에 불편하게 생각했던 점을 토대로 주제를 생각했습니다. 저는 드라마와 예능을 보는 것을 좋아했고 한때는 영상 편집에도 관심이 있었습니다. 그러다 보니 특정 인물이 등장하는 구간을 찾아야 할 일이 있었는데, 생각보다 놓치기도 쉽고 품이 많이 드는 일이었습니다.
그런 불편함을 기반으로 저는 영상에서 인물을 검색하는 시템을 만들고 싶었습니다. 팀으로 진행되는 프로젝트였고 다들 '얼굴인식'을 처음 했기에 많이 알려져있는 주제를 선택하고자 했습니다. 그래서 저는 팀원들을 설득하고 기술적 어려움에 대한 두려움을 낮추기 위해 먼저 전반적인 구성과 시나리오, 어떤 기술을 사용하여 구현할 것인지 조사했습니다. 그렇게 해당 주제로 하게 되었고, 제가 설정한 시나리오와 기술을 기반으로 구현을 하게 되었습니다. 영상 내에서 인물을 검색하기 위해서 영상을 특정 단위로 슬라이 싱하여 얼굴 인식을 하고 해당 얼굴들로 클러스터링을 하는 방법으로 구현했습니다. 클러스터링에 있어서 정확도를 위해 등장 인물이 몇 명인지 알아야 하는 한계도 있었습니다. 결과적으로는 외부 심사에서 주제의 참신성과 더불어 좋은 결과가 있었습니다."
SSG.COM,웹개발,당사에 지원한 이유와 입사를 위해 어떤 노력을 하였는지 구체적으로 기술하시오,"제가 학부 연구생을 할 때 연구실에서 메시지 큐인 카프카에 대해 설명을 들은 적이 있습니다. 당시 제가 쓱 닷컴에서 온라인 쇼핑을 자주 했었기에 쓱과 같은 이커머스 결제 관련해서 해당 기술 설명을 해주셨습니다. 그런 기술에 대한 설명을 듣고 보니 제가 평소에 아무 생각 없이 사용했던 서비스를 다르게 볼 수 있었습니다. 쓱 닷컴이 이마트, 트레이더스, 신세계 백화점 등 많은 오프라인 쇼핑을 온라인으로 옮겨온 만큼, 그리고 수많은 사용자가 있는 만큼 많은 트래픽이 몰릴 것이고 정말 많은 결제가 이루어 질 것입니다.
그런데 그러한 결제를 누락 없이 처리하는 것이 당연하지만 기술적인 관점에서 바라보게 되니 다르게 와닿았습니다.
쓱 닷컴은 장을 보는 것부터 쇼핑에 이르기까지 많은 사람들의 삶에 밀접한 서비스를 제공합니다. 그런 서비스일수록 안전성이 보장되고 편리해야하는데 쓱닷컴을 사용했던 경험을 생각했을때 딱 그렇다고 생각했습니다. 그래서 저도 쓱닷컴에서 안정적이고 사용자를 위한 서비스 개발을 하고 싶어 지원하게 되었습니다.
제가 쓱 닷컴의 기술과 관련된 흥미가 있었기에 개발과 관련된 공부와 경험을 하기 위해 꾸준히 노력했습니다. 컴퓨터공학과를 재학하면서 기본적인 cs관련 과목과 개발 언어, 데이터베이스 등 개발의 기초가 되는 과목을 수강하고 프로젝트를 진행하며 역량을 키우려고 노력했습니다. 또한 실제 업무에서 쓰이는 기술에도 관심을 가지며 기술블로그나 개발 서적들도 함께 읽고 있습니다.
그리고 많은 이커머스 기업과 서비스기업들이 MSA 아키텍처로 전환한다는 글들을 많이 접했기에 MSA 아키텍처에 대해 찾아보고, MSA 아키텍처 도입시 발생하는 문제점과 그것을 해결하는 패턴 및 기술에 대해서도 찾아보고 작지만 프로젝트를 해보기도 했습니다."
SSG.COM,웹개발,지원한 직군에서 구체적으로 하고 싶은 일과 본인이 그 일을 남들보다 잘할 수 있는 차별화된 능력과 경험을 기술하시오,"저는 WEB 개발에서 백엔드 개발을 하고 싶습니다. 저는 연구실에서 학부 연구생을 할 때 연구실 홈페이지를 맡게 되었습니다. 당시에 PHP로 구동되던 홈페이지를 스프링 부트로 마이그레이션을 하게 되었습니다. 해당 개발을 하면서 처음으로 웹 백엔드에 대한 이해를 할 수 있었고 로그인, 새로운 멤버 추가 등의 백오피스 기능을 개발하면서 백엔드에 흥미가 생겼습니다.
이러한 흥미를 바탕으로 졸업프로젝트에서 백엔드 개발과 팀장을 맡아 프로젝트를 진행했습니다. 해당 프로젝트에서 아키텍처 설계부터 도메인 설계, 비즈니스 로직 작성, 서버 구성에 이르기까지 하나의 시스템을 만드는 경험을 할 수 있었습니다. 그러면서 어떤 구조가 맞는 구조일지, 이런 정책으로 개발하는 것이 맞는지 많은 고민을 해볼 수 있었고, 일부 고민에 있어서는 해결하기도 했습니다. 또한 프로토타입을 완성하고 교내 경진대회에 나가 우수상을 수상할 수 있었습니다.
설계를 하고 개발을 하면서 끊임없이 의문을 갖고 고민을 하면서 여러 글을 찾아보고 주변 선배에게 질문하며 더 고민하고 해결하고, 새로운 기술에 관심을 갖게 되었습니다. 그러다가 연구실에 함께 있던 선배와 함께 공통된 관심사였던 향수를 주제로 토이프로젝트를 진행하기도 했습니다. 해당 프로젝트는 스프링 클라우드를 사용하여 MSA 아키텍처 기반으로 하였고, 이 전 프로젝트에서 느꼈던 문제점 중에 하나인 모듈 간 통신을 gRPC를 사용하여 보완했습니다. 또한 Java와 비슷하면서도 null safe한 Kotlin언어에도 흥미를 느껴 함께 책을 읽으며 공부하고 일부 모듈은 Kotlin으로 개발했습니다.
저는 제가 하고싶은 직무에 흥미를 느껴 꾸준히 프로젝트를 진행하며 관련 경험을 하려고 노력했고, 계속 같은 생각으로 하는 것이 아니라 한 프로젝트를 하면서 느꼈던 한계나 문제점을 토대로 그에 대한 해결방법을 계속하여 고민하고 새로운 기술을 접하려 노력하고 있습니다."
SSG.COM,웹개발,학업 외 가장 열정적이고 도전적으로 몰입하여 성과를 창출했거나 목표를 달성한 경험을 기술하시오,"제가 가장 열정적으로 임했던 경험은 학부 연구생 경험이었습니다. 당시 저는 VR/AR 기술에 관심이 있었고 학교 선배의 권유로 학부 연구생을 하게 되었습니다. 그곳에서 새로운 기술과 장비를 사용해보고 다양한 경험을 할 수 있었습니다.
학부 연구생을 하면서 처음 Unity 엔진을 접했고 오큘러스, 바이브, 홀로 렌즈 등의 다양한 HMD를 처음 접했습니다. 이러한 것들을 접하고 스스로 과제를 수행하고 기술에 대한 조사를 하면서 제가 처음 생각했던 것과 다름을 느꼈고, 생각보다 개발의 비중이 적고 그래픽의 비중이 높아 저와 잘 맞지 않다고 생각했습니다. 하지만 그럼에도 저는 오전에 출근해서 막차를 탈 시간까지 연구실에 있었습니다.
석사 선배와 함께 어떻게 하면 현재 진행 중인 연구에서 기술적 요소를 넣을 수 있을지 고민하고 연구실의 인프라를 구축해 보는 등의 업무가 즐거웠기 때문입니다. 연구실에서 연구실 홈페이지를 온 프레미스 환경에 배포하고, 깃랩을 구축해보고, 연구실 내부 메신저 개발에 참여하는 등의 활동을 열심히 했습니다. 그 결과 연구실 홈페이지 CI/CD 구축을 할 수 있었으며 Unity 프로젝트도 깃랩을 통해 형상관리를 할 수 있었습니다. 그리고 선배의 연구에서도 제가 할 수 있는 부분은 최대한 의견을 내고 작은 부분이라도 열심히 기여를 하면서 다른 학부연구생과 다르게 논문에 공동저자로 이름을 올릴 수 있었습니다.
처음 연구실을 들어가게 된 것도 저에게는 도전이었으며 연구실의 연구 주제가 저와 맞지는 않았지만 그 안에서 필요한 다른 일들에서 제 적성을 찾아 열정적으로 업무를 수행하고, 그로 인해 저도 기술적으로 많이 성장하고 연구실의 인프라에도 기여하며 이와 별도로 선배를 도와 실험하고 테스트하면서 논문에 제 이름을 올릴 수 있는 경험이었습니다."
㈜KT,웹개발,"지원한 직무 관련한 본인의 역량(지식,skill,tool 등)과 직무에 대한 열정/노력(공모전, 대외활동, 프로젝트, 논문 등)에 대해 기술해 주십시오","저는 IT 개발자로 성장하기 위해 삼성 청년 SW 아카데미의 교육과정을 통해 프로그래밍의 기본기를 닦고, 빅데이터 경험을 통해 데이터 분석을 통한 의사결정을 배웠습니다.
첫째로, 삼성 청년 SW 아카데미에서 웹 개발 및 데이터 분석에 필요한 제반 지식과 프로젝트 경험을 쌓았습니다. 프로그래밍 언어로써 Python, JavaScript에 대해, 프레임워크로써 Django, Vue, React에 대해 학습하고 활용하는 경험을 했으며, 각종 알고리즘에 대한 학습도 더했습니다. 특히 프로그래밍 언어조차 처음 배우는 단계에서 알고리즘 문제를 컴퓨터 언어로 푸는 일은 도전적인 과정이었습니다. 하지만 매일매일 배웠던 알고리즘을 복습하고, 정리한 내용을 notion과 github을 통해 꾸준히 업로드하면서 알고리즘 역량을 점차 향상시킬 수 있었습니다. 그리고 이러한 경험을 통해 아무리 어려운 것들이더라도 꾸준한 학습을 통해 극복할 수 있다는 점을 배웠습니다.
둘째로, 빅데이터 팀 프로젝트를 통해 데이터를 통한 합리적 의사결정을 배웠습니다. 유저 평점 기반 추천 알고리즘을 만드는 팀
프로젝트를 하면서 협업 필터링 기반의 KNN 알고리즘을 활용하는 경험을 하였습니다. 그리고 이러한 활동을 통해 수많은 데이터 중 필요한 데이터만 골라 이를 알고리즘을 통해 의사결정 과정에 활용하는 과정을 경험할 수 있었습니다. 따라서 이러한 경험을 바탕으로 다양한 내부, 외부 데이터를 분석한 결과를 비즈니스 모델에 적용하여 새로운 인사이트를 도출할 수 있는 사원이 되겠습니다."
㈜KT,웹개발,KT의 핵심가치 중 자신에게 가장 부합하는 것을 선택하고 그 이유를 구체적인 사례와 함께 기술해 주십시오,"저에게 가장 부합하는 가치는 주인정신입니다.
첫째로, 학창 시절 3년간 영어연극 동아리에서 활동하며 동아리에 대한 애정과 소속감을 바탕으로 구성원들과 성공적으로 협업한 경험이 있습니다. 처음에는 긴장을 하여 공연을 망치는 게 아닌가 하는 걱정을 하기도 했지만, 다른 부원들의 응원과 조언을 바탕으로 열심히 연습한 끝에 점차 자연스럽게 공연에 녹아들 수 있었습니다. 그리고 공연의 부담감에도 불구하고 동아리 활동을 지속할 수 있었던 이유는 동아리에 대한 애정과 소속감 때문이라고 생각합니다. 동아리 부원들과 하나의 공연을 만들어가는 과정들을 겪으며 공연이 나만의 것이 아니라 우리의 것이라는 생각이 들었고, 이러한 생각 덕분에 저의 역할에도 충실할 수 있었기 때문입니다.
둘째로, 학창 시절 성실한 태도로 임하여 한 매장에서 3년간 화장품 매장에서 판매 아르바이트를 하였습니다. 아르바이트를 처음 할 당시 화장품에 대한 지식도 부족하고, 포스기를 사용하는 것도 처음이라서 업무적으로 서툰 점이 많았습니다. 하지만 저는 기본적인 것들을 우선적으로 성실히 하기 위해 노력했습니다. 업무 시작 10분 전에는 도착하여 필요한 인수인계 사항을 듣고, 청소나 매대 관리 등은 꼼수를 부리지 않고 성실히 하였습니다. 그래서 이러한 꾸준함 덕분에 사장님뿐만 아니라 고객들, 다른 아르바이트생들로부터 신임을 얻어 매장의 대표 아르바이트생이 되어 오랫동안 일을 할 수 있었습니다.
따라서 이러한 경험을 바탕으로 KT에 입사하여서도 오랜 역사를 지닌 한국 대표 통신기업에서 일한다는 자부심을 갖고 맡은 일에 충실한 사원이 되겠습니다."
㈜다우기술,웹개발,본인 성격의 강/약점에 대해서 실제 사례를 포함하여 작성해 주세요.,"무엇인가 한번 빠져들면 해결하거나 성취할 때까지 모든 열정/노력을 쏟아붓는 성격으로, 그 과정에서 큰 어려움이 발생하더라도 포기하지 않고 가능한 방법들을 찾아 해결하는 편입니다. 특히 프로그래밍에 있어서는 공식적으로 제공되는 레퍼런스 문서를 보는 것을 좋아하며, 이런 과정을 통해 새로운 지식을 습득하는 것에 보람을 느끼고 있습니다.
물론 문제가 발생하는 상황을 좋아하지 않기 때문에, 문제와 관련된 내용을 다루는 문서/아티클이 존재하지 않거나 제시된 대로 따랐을 때 문제가 해결되지 않는다면 답답함을 느끼거나 가벼운 스트레스 받는다는 것이 단점이기는 하지만, 개인적으로 좋아하는 커피를 마시거나 간단한 독서를 통해 기분 전환하여 해결하는 편이며, 주어진 문제 상황을 어떻게든 해결함으로써 문제로 인해 받았던 스트레스를 해소함과 동시에 성취감을 느끼는 것 같습니다.
해결했다는 성취감은 다시 개발에 빠져들게 되는 원동력이 되어 긍정적인 선순환이 이루어지는 것 같습니다.
개발 과정에서 알 수 없는 버그가 발생하였을 때 불가피한 경우 문제가 예상되는 부분에 Break point를 찍고 라인 단위로 프로그램을 실행해 메모리 상의 비트 단위까지 추적했던 경험도 가지고 있으며, 프로젝트 서버 배포 과정에서 로컬에서는 발생하지 않았던 문제가 발생하였을 때 에러 로그에 관련된 문서를 모두 확인하여 배포했던 경험도 가지고 있습니다."
㈜다우기술,웹개발,본인이 회사를 선택하는 기준을 바탕으로 우리 회사를 선택한 이유를 작성해 주세요.,"회사가 안정적이고 어느 정도 큰 규모라는 것이 회사를 선택하는 데 있어 가장 중요한 부분이라고 생각합니다. 물론 규모가 작은 스타트업도 배울 점은 많고 좋은 회사들이 많이 있지만, 일반적으로 큰 규모를 가지고 오랜 기간 운영된 회사가 내부적으로 쌓아온 인프라도 존재하고 문제 상황이 발생하였을 때 도움을 구할 수 있는 주변 동료들이 많이 존재하여 회사를 선택하는 데 있어서 어느 정도 큰 규모라는 것이 중요하다 생각합니다.
또한 회사가 시장 상황을 비롯해 외부 환경적인 요소로 사이클을 타거나 불안정적인 구조를 가지고 있는 것보다는, 안정적인 내부 서비스가 존재하여 일정한 매출/수익을 거둘 수 있어 각 구성원은 아무 걱정 없이 맡은 바 소임 다해 회사에 기여하는 것 역시 개인적으로 중요하다 생각합니다.
다우기술은 안정적인 키움증권을 운영하는 규모 있는 벤처 기업으로 IT에 뿌리하고 있기 때문에 개발자 친화적이고 사내에서 동료 간의 배울 수 있는 부분이 많을 것이라 생각되며, 출퇴근 시간을 유동적으로 사용할 수 있는 유연근무제를 지원하여, 출퇴근에 무의미하게 낭비하는 시간을 줄이고 개인 개발 시간을 확보할 수 있을 것 같아 입사하고 싶은 기업입니다. 또한 교육에 대한 지원이 있어 개인적으로 크게 성장할 수 있는 환경이라 생각되며, 트리플 모니터를 사용함으로써 순수하게 개발에 집중할 수 있는 환경이라 생각되어 다우기술에 꼭 입사하고 싶습니다."
㈜다우기술,웹개발,"해당 직무에 지원하신 이유, 본인이 적합하다고 판단하는 근거, 관련 산출물 등을 작성해 주세요. (프로젝트, 포트폴리오, github/블로그 URL 등이 있다면 간단한 설명과 함께 작성)","키움 증권을 비롯한 다우기술의 금융 계열사의 서비스 개발에 직접 참여할 수 있고, 많은 사용자가 존재하는 환경 속에서 운영해 볼 수 있다는 부분이 지원에 대한 가장 큰 동기인 것 같습니다. OOOOO 교육과정 이전에는 이론적인 내용만 습득하였어서 실무에 대한 이해와 경험이 부족한데 사용자가 많은 환경에서 직접 개발과 운영에 참여하면 경험적인 부분이 크게 성장할 것 같습니다. 비록 그동안의 프로젝트 경험이 부족해서 직무에 대한 적합성을 직접적으로 보여드릴 수 없어 아쉽지만, 실제 실무에 대해 배워나가는 OOOOO 과정에서 코딩 집중과정 종합성적 서울 9반 1등 성적 우수상을 받고, 현재 OOOOO 내에서 진행 중인 프로젝트에서 Jira를 활용한 협업과, Jenkins를 이용한 배포를 진행하고 있어 실제 다우기술에 입사하였을 때 프로젝트를 진행하는 데 있어서 문제가 없다 자신 있게 말씀드릴 수 있습니다.
또한 알고리즘 공부를 시작한 이후에 꾸준히 약 200일간 매일 알고리즘 문제를 풀어 오고 있으며 알고리즘 학습 내용을 바탕으로 OOOO에서 주관하는 OO 상시 SW 역량 테스트에 응시하여 B형(Pro) 등급을 취득하였습니다.
개발자로써 항상 새로운 것을 배우고 적용해나가야 한다 생각하는 편이며, 언어에 대한 이해와 더 좋은 코드를 작성할 수 있도록 Effective Java를 읽고 항상 코딩하는 과정에서 생각하고 적용하려 노력하고 있으며, 현재 알고 있는 지식에 안주하지 않기 위해 현재 알고 있는 SQL Mapper(MyBatis) 외에 ORM(JPA Hibernate)를 학습하고 있고, Spring In Action을 구매하여 스프링에 대해 심도 있게 학습하려 준비하고 있습니다."
㈜다우기술,웹개발,본인이 지원한 직무에서 입사 후 어떠한 업무를 하고 싶은지 작성해 주세요.,"무엇이든 저에게 주어진 일이라면 큰 책임감을 느끼고 할 수 있는 모든 노력을 쏟는 편이고, 개발에 있어서 대부분을 재미있어하는 편입니다.
다만 실제 사용자에게 보이고 UI/UX 작업을 하는 프론트엔드 분야에 대해서는 일이 맡겨진다면 주어진 일을 끝낼 자신은 있지만 프론트엔드에 대한 흥미는 낮아서 프론트엔드 분야를 제외한 업무를 제외한 업무를 하고 싶습니다.
스프링을 이용한 서버 프로그램 개발이나, 리눅스 서버를 이용한 서비스 배포 모두 저에겐 흥미로운 주제이며, 다우기술에 입사하게 된다면 서버에 관련된 업무에 배정되고 싶습니다. OOOOO에서 협업 특강에서 코드 리뷰에 대해 접할 수 있던 기회가 있었는데 협업에서 코드 리뷰의 중요성을 깨달을 수 있던 기회였고, 실무에서 기회가 된다면 활발하게 코드 리뷰 할 수 있는 기회도 존재하면 좋을 것 같습니다.
금융을 제외하더라도 전반적인 IT 산업에서 보안적인 요소를 고려하는 중요하지만, 다우기술의 금융 직무에서는 고객의 민감정보를 다루고 무결성을 보장해야만 하기 때문에 피어 리뷰의 중요도가 높다고 생각됩니다. 개인적으로 희망하고 있는 스프링 서버 개발을 진행하며, 동료들과 보안적인 관점과 효율적인 구현/알고리즘에 대한 고민을 코드 리뷰로써 활발하게 할 수 있는 부서/직무를 할 수 있다면 가장 좋은 여건이 될 것 같습니다."
㈜우리은행,웹개발,우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요,"우리 WON 뱅킹이 금융앱을 넘어 슈퍼 앱이 되는데 기여하고자 우리은행에 지원하였습니다.
금융업계에서 일하며 업계의 디지털화를 몸소 체험하게 되었고, 디지털 역량에 대한 갈망으로 약 1년간의 IT 교육을 이수하며 기본기를 다졌습니다. 그리고 이러한 금융과 IT에 대한 이해를 바탕으로 다양한 디지털 서비스를 기획하고 이종 산업 간의 데이터를 활용/분석하여 빅 블러 시대에 필요한 인사이트를 도출하는 일을 하고 싶습니다. 그리고 우리은행은 오랜 전통을 지닌 은행임에도 불구하고, 변화하는 시대에 빠르게 발맞춰 ‘원비자플라자’처럼 금융과 비금융 서비스가 융합된 플랫폼을 통해 혁신을 주도하는 회사입니다.
그래서 이러한 우리은행이 저의 도전의식과 앞으로의 목표를 잘 발휘할 수 있는 회사라는 생각이 들었습니다.
그리고 저는 향후 입행하여 크게 두 가지 목표를 달성하고 싶습니다.
첫째로, 디지털 기술을 활용하여 고객과 직원 모두의 경험을 향상시키는 기획을 하고 싶습니다. ‘캄테크’ 기술을 통해 사용자 경험을 향상시키고, RPA 기술을 토대로 한 혁신을 통해 불필요한 업무 비효율을 감소시키겠습니다.
둘째로, 다양한 이종산업 간의 정형/비정형 데이터를 토대로 추천 시스템을 고도화하여 개인 맞춤형 자산 관리 서비스를 발전시켜, 고객들이 추천된 상품에 신뢰를 갖는데 기여하겠습니다."
㈜우리은행,웹개발,"지원한 직무와 관련하여 본인만의 경쟁력은 무엇이며, 이를 얻기 위해 노력했던 구체적인 사례를 작성해 주세요","저의 강점은 금융업에 대한 이해를 바탕으로 한 통찰력입니다.
첫째로, 금융 및 경제에 대한 관심과 이를 바탕으로 한 사회에 대한 통찰력입니다.
개인 블로그를 활용하여 나만의 인사이트를 꾸준히 작성하며 통찰력을 키우도록 노력했습니다. 특히나 최근에는 미국의 기준금리 인상 및 긴축 정책으로 인한 경기 둔화, 챗 GPT의 등장, 금산분리 완화 정책 등 혼잡한 대내외적인 상황 속에서 나만의 생각을 키워나가는 것은 중요하다는 생각이 들었습니다. 그래서 여러 채널을 통해 다양한 관점을 습득하고 나만의 생각을 정리하면서 금융업뿐만 아니라 사회 전체를 보는 시각을 키웠습니다.
둘째로, 빅데이터 프로젝트 경험을 통해 쌓은 합리적 의사결정의 통찰력입니다.
KNN 알고리즘을 활용하여 게임 추천 서비스를 제작하는 프로젝트를 하였습니다. 사용자의 리뷰, 취향, 평점 등의 데이터를 활용하여 자신과 가장 유사한 다른 사용자를 찾는 추천 알고리즘을 구성하는 활동을 했습니다. 그리고 이러한 경험을 통해 다양한 데이터를 수집하고 활용하기 위해 데이터 정형화의 과정이 중요하며, 정형화된 여러 데이터를 통해 분석을 했을 때 분석의 정확성과 사용자의 만족도가 향상된다는 것을 배웠습니다.
그래서 이러한 경험을 바탕으로 사회의 트렌드를 읽고 고객이 만족할 만한 서비스를 기획하고 다양한 금융 및 비금융 데이터를 바탕으로 필요한 경영 인사이트를 도출하겠습니다."
